PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,age_range,count
797,1,1,Leader,female,49,0,0,17465,25.9292,S,adult,1
798,1,3,Osman,female,31,0,0,349244,8.6833,S,adult,1
799,0,3,Ibrahim Shawah,male,30,0,0,2685,7.2292,C,adult,1
800,0,3,Van Impe,female,30,1,1,345773,24.15,S,adult,1
801,0,2,Ponesell,male,34,0,0,250647,13.0,S,adult,1
802,1,2,Collyer,female,31,1,1,C.A. 31921,26.25,S,adult,1
803,1,1,Carter,male,11,1,2,113760,120.0,S,teen,1
804,1,3,Thomas,male,1,0,1,2625,8.5167,C,child,1
805,1,3,Hedman,male,27,0,0,347089,6.975,S,adult,1
806,0,3,Johansson,male,31,0,0,347063,7.775,S,adult,1
807,0,1,Andrews,male,39,0,0,112050,0.0,S,adult,1
808,0,3,Pettersson,female,18,0,0,347087,7.775,S,teen,1
809,0,2,Meyer,male,39,0,0,248723,13.0,S,adult,1
810,1,1,Chambers,female,33,1,0,113806,53.1,S,adult,1
811,0,3,Alexander,male,26,0,0,3474,7.8875,S,adult,1
812,0,3,Lester,male,39,0,0,A/4 48871,24.15,S,adult,1
813,0,2,Slemen,male,35,0,0,28206,10.5,S,adult,1
814,0,3,Andersson,female,6,4,2,347082,31.275,S,child,1
815,0,3,Tomlin,male,31,0,0,364499,8.05,S,adult,1
816,0,1,Fry,male,30,0,0,112058,0.0,S,adult,1
817,0,3,Heininen,female,23,0,0,STON/O2. 3101290,7.925,S,adult,1
818,0,2,Mallet,male,31,1,1,S.C./PARIS 2079,37.0042,C,adult,1
819,0,3,Holm,male,43,0,0,C 7075,6.45,S,adult,1
820,0,3,Skoog,male,10,3,2,347088,27.9,S,child,1
821,1,1,Hays,female,52,1,1,12749,93.5,S,adult,1
822,1,3,Lulic,male,27,0,0,315098,8.6625,S,adult,1
823,0,1,Reuchlin,male,38,0,0,19972,0.0,S,adult,1
824,1,3,Moor,female,27,0,1,392096,12.475,S,adult,1
825,0,3,Panula,male,2,4,1,3101295,39.6875,S,child,1
826,0,3,Flynn,male,30,0,0,368323,6.95,Q,adult,1
827,0,3,Lam,male,30,0,0,1601,56.4958,S,adult,1
828,1,2,Mallet,male,1,0,2,S.C./PARIS 2079,37.0042,C,child,1
829,1,3,McCormack,male,30,0,0,367228,7.75,Q,adult,1
830,1,1,Stone,female,62,0,0,113572,80.0,S,adult,1
831,1,3,Yasbeck,female,15,1,0,2659,14.4542,C,teen,1
832,1,2,Richards,male,1,1,1,29106,18.75,S,child,1
833,0,3,Saad,male,30,0,0,2671,7.2292,C,adult,1
834,0,3,Augustsson,male,23,0,0,347468,7.8542,S,adult,1
835,0,3,Allum,male,18,0,0,2223,8.3,S,teen,1
836,1,1,Compton,female,39,1,1,PC 17756,83.1583,C,adult,1
837,0,3,Pasic,male,21,0,0,315097,8.6625,S,adult,1
838,0,3,Sirota,male,30,0,0,392092,8.05,S,adult,1
839,1,3,Chip,male,32,0,0,1601,56.4958,S,adult,1
840,1,1,Marechal,male,30,0,0,11774,29.7,C,adult,1
841,0,3,Alhomaki,male,20,0,0,SOTON/O2 3101287,7.925,S,teen,1
842,0,2,Mudd,male,16,0,0,S.O./P.P. 3,10.5,S,teen,1
843,1,1,Serepeca,female,30,0,0,113798,31.0,C,adult,1
844,0,3,Lemberopolous,male,35,0,0,2683,6.4375,C,adult,1
845,0,3,Culumovic,male,17,0,0,315090,8.6625,S,teen,1
846,0,3,Abbing,male,42,0,0,C.A. 5547,7.55,S,adult,1
847,0,3,Sage,male,30,8,2,CA. 2343,69.55,S,adult,1
848,0,3,Markoff,male,35,0,0,349213,7.8958,C,adult,1
849,0,2,Harper,male,28,0,1,248727,33.0,S,adult,1
850,1,1,Goldenberg,female,30,1,0,17453,89.1042,C,adult,1
851,0,3,Andersson,male,4,4,2,347082,31.275,S,child,1
852,0,3,Svensson,male,74,0,0,347060,7.775,S,adult,1
853,0,3,Boulos,female,9,1,1,2678,15.2458,C,child,1
854,1,1,Lines,female,16,0,1,PC 17592,39.4,S,teen,1
855,0,2,Carter,female,44,1,0,244252,26.0,S,adult,1
856,1,3,Aks,female,18,0,1,392091,9.35,S,teen,1
857,1,1,Wick,female,45,1,1,36928,164.8667,S,adult,1
858,1,1,Daly,male,51,0,0,113055,26.55,S,adult,1
859,1,3,Baclini,female,24,0,3,2666,19.2583,C,adult,1
860,0,3,Razi,male,30,0,0,2629,7.2292,C,adult,1
861,0,3,Hansen,male,41,2,0,350026,14.1083,S,adult,1
862,0,2,Giles,male,21,1,0,28134,11.5,S,adult,1
863,1,1,Swift,female,48,0,0,17466,25.9292,S,adult,1
864,0,3,Sage,female,30,8,2,CA. 2343,69.55,S,adult,1
865,0,2,Gill,male,24,0,0,233866,13.0,S,adult,1
866,1,2,Bystrom,female,42,0,0,236852,13.0,S,adult,1
867,1,2,Duran y More,female,27,1,0,SC/PARIS 2149,13.8583,C,adult,1
868,0,1,Roebling,male,31,0,0,PC 17590,50.4958,S,adult,1
869,0,3,van Melkebeke,male,30,0,0,345777,9.5,S,adult,1
870,1,3,Johnson,male,4,1,1,347742,11.1333,S,child,1
871,0,3,Balkic,male,26,0,0,349248,7.8958,S,adult,1
872,1,1,Beckwith,female,47,1,1,11751,52.5542,S,adult,1
873,0,1,Carlsson,male,33,0,0,695,5.0,S,adult,1
874,0,3,Vander Cruyssen,male,47,0,0,345765,9.0,S,adult,1
875,1,2,Abelson,female,28,1,0,P/PP 3381,24.0,C,adult,1
876,1,3,Najib,female,15,0,0,2667,7.225,C,teen,1
877,0,3,Gustafsson,male,20,0,0,7534,9.8458,S,teen,1
878,0,3,Petroff,male,19,0,0,349212,7.8958,S,teen,1
879,0,3,Laleff,male,30,0,0,349217,7.8958,S,adult,1
880,1,1,Potter,female,56,0,1,11767,83.1583,C,adult,1
881,1,2,Shelley,female,25,0,1,230433,26.0,S,adult,1
882,0,3,Markun,male,33,0,0,349257,7.8958,S,adult,1
883,0,3,Dahlberg,female,22,0,0,7552,10.5167,S,adult,1
884,0,2,Banfield,male,28,0,0,C.A./SOTON 34068,10.5,S,adult,1
885,0,3,Sutehall,male,25,0,0,SOTON/OQ 392076,7.05,S,adult,1
886,0,3,Rice,female,39,0,5,382652,29.125,Q,adult,1
887,0,2,Montvila,male,27,0,0,211536,13.0,S,adult,1
888,1,1,Graham,female,19,0,0,112053,30.0,S,teen,1
889,0,3,Johnston,female,30,1,2,W./C. 6607,23.45,S,adult,1
890,1,1,Behr,male,26,0,0,111369,30.0,C,adult,1
891,0,3,Dooley,male,32,0,0,370376,7.75,Q,adult,1
